1	Fragmanlarını	fragman	Noun	Noun	A3pl|P3pl|Acc	2	OBJECT
31	tabi	tabi	Adj	Adj	_	30	MODIFIER
32	.	.	Punc	Punc	_	31	PUNCTUATION



1	Ama	ama	Conj	Conj	_	0	CONJUNCTION
2	unutmayalım	unut	Verb	Verb	Neg|Opt|A1pl	9	COORDINATION
3	ki	ki	Conj	Conj	_	2	CONJUNCTION
4	perdeye	perde	Noun	Noun	A3sg|Pnon|Dat	5	MODIFIER
5	_	düş	Verb	Verb	Pos	6	DERIV
6	düşen	_	Adj	PresPart	_	9	MODIFIER
7	her	her	Det	Det	_	8	DETERMINER
8	Türk	Türk	Noun	NAdj	A3sg|Pnon|Nom	9	POSSESSOR
9	filmi	film	Noun	Noun	A3sg|P3sg|Nom	27	SUBJECT
10	ne	ne	Adj	Adj	_	11	MODIFIER
11	zaman	zaman	Noun	Noun	A3sg|Pnon|Nom	27	MODIFIER
12	en	en	Adverb	Adverb	_	13	MODIFIER
13	az	az	Adj	Adj	_	17	MODIFIER
14	bir	bir	Adj	Num	_	15	MWE
15	milyon	milyon	Adj	Num	_	16	MODIFIER
16	seyirci	seyirci	Noun	Noun	A3sg|Pnon|Nom	17	MODIFIER
17	toplar	top	Noun	Noun	A3pl|Pnon|Nom	18	ARGUMENT
18	ise	ise	Postp	Postp	Cond|A3sg	27	MODIFIER
19	işte	işte	Adverb	Adverb	_	27	MODIFIER
20	o	o	Det	Det	_	21	MWE
21	zaman	zaman	Noun	Noun	A3sg|Pnon|Nom	27	MODIFIER
22	herkesin	herkes	Noun	Noun	A3sg|Pnon|Gen	24	POSSESSOR
23	_	beğen	Verb	Verb	Pos	24	DERIV
24	beğeneceği	_	Adj	FutPart	P3sg	26	MODIFIER
25	fi	fi	Adj	Adj	_	26	MODIFIER
26	limler	lim	Noun	Noun	A3pl|Pnon|Nom	27	SUBJECT
27	çıkar	çık	Verb	Verb	Pos|Aor|A3sg	0	PREDICATE
28	ortaya	orta	Noun	NAdj	A3sg|Pnon|Dat	27	MODIFIER
29	.	.	Punc	Punc	_	28	PUNCTUATION



1	İzleyin	izle	Verb	Verb	Pos|Imp|A2pl	13	COORDINATION
2	en	en	Adverb	Adverb	_	3	MODIFIER
3	ağır	ağır	Adj	Adj	_	4	MODIFIER
4	eleştiriyi	eleştiri	Noun	Noun	A3sg|Pnon|Acc	5	OBJECT
5	yapın	yapı	Noun	Noun	A3sg|P2sg|Nom	13	MODIFIER
6	ama	ama	Conj	Conj	_	5	CONJUNCTION
7	,	,	Punc	Punc	_	6	PUNCTUATION
8	lütfen	lütfen	Adverb	Adverb	_	13	MODIFIER
9	filmi	film	Noun	Noun	A3sg|Pnon|Acc	11	OBJECT
10	_	gör	Verb	Verb	Pos	11	DERIV
11	görmeden	_	Noun	Inf2	A3sg|Pnon|Abl	13	MODIFIER
12	yorum	yorum	Noun	Noun	A3sg|Pnon|Nom	13	MWE
13	yapmayın	yap	Verb	Verb	Neg|Imp|A2pl	0	PREDICATE
14	.	.	Punc	Punc	_	13	PUNCTUATION



1	Çok	çok	Adverb	Adverb	_	4	DETERMINER
2	ama	ama	Conj	Conj	_	1	CONJUNCTION
3	çok	çok	Adverb	Adverb	_	4	DETERMINER
4	güzel	güzel	Adj	Adj	_	6	MODIFIER
5	bir	bir	Adj	Num	_	6	DETERMINER
6	film	film	Noun	Noun	A3sg|Pnon|Nom	7	MODIFIER
7	olmuş	ol	Verb	Verb	Pos|Narr|A3sg	0	PREDICATE
8	.	.	Punc	Punc	_	7	PUNCTUATION



1	Bu	bu	Det	Det	_	2	DETERMINER
2	filmi	film	Noun	Noun	A3sg|P3sg|Nom	5	OBJECT
3	üç	üç	Adj	Num	_	4	MODIFIER
4	kez	kez	Noun	Noun	A3sg|Pnon|Nom	5	MODIFIER
5	seyrettim	seyret	Verb	Verb	Pos|Past|A1sg	10	COORDINATION
6	,	,	Punc	Punc	_	5	PUNCTUATION
7	tek	tek	Adj	Adj	_	8	MODIFIER
8	kelime	kelime	Noun	Noun	A3sg|Pnon|Nom	9	ARGUMENT
9	ile	ile	Postp	PCNom	_	10	MODIFIER
10	mükemmel	mükemmel	Adj	Adj	_	0	PREDICATE
11	.	.	Punc	Punc	_	10	PUNCTUATION



1	Burada	bura	Noun	Noun	A3sg|Pnon|Loc	8	MODIFIER
2	tekrar	tekrar	Adverb	Adverb	_	8	MODIFIER
3	bu	bu	Det	Det	_	4	DETERMINER
4	filmde	film	Noun	Noun	A3sg|Pnon|Loc	8	MODIFIER
5	emeği	emek	Noun	Noun	A3sg|Pnon|Acc	8	OBJECT
6	geçenlere	geçen	Noun	NAdj	A3pl|Pnon|Dat	8	MODIFIER
7	sonsuz	sonsuz	Adj	Adj	_	8	MODIFIER
8	teşekkürler	teşekkür	Noun	Noun	A3pl|Pnon|Nom	15	COORDINATION
9	,	,	Punc	Punc	_	8	PUNCTUATION
10	bu	bu	Det	Det	_	11	DETERMINER
11	filmin	film	Noun	Noun	A3sg|Pnon|Gen	12	POSSESSOR
12	orjinalini	orjinal	Noun	Noun	A3sg|P3sg|Acc	15	OBJECT
13	koleksiyonuma	koleksiyon	Noun	Noun	A3sg|P1sg|Dat	15	MODIFIER
14	mutlaka	mutlaka	Adverb	Adverb	_	15	MODIFIER
15	katacağım	kat	Verb	Verb	Pos|Fut|A1sg	0	PREDICATE
16	.	.	Punc	Punc	_	15	PUNCTUATION



1	Bazı	bazı	Det	Det	_	2	DETERMINER
2	yorumlarda	yorum	Noun	Noun	A3pl|Pnon|Loc	4	MODIFIER
3	iddia	iddia	Noun	Noun	A3sg|Pnon|Nom	4	MWE
4	_	et	Verb	Verb	Pass|Pos	5	DERIV
5	_	_	Adj	PresPart	_	6	DERIV
6	edilenin	_	Noun	Zero	A3sg|Pnon|Gen	12	SUBJECT
7	aksine	aksine	Adverb	Adverb	_	12	MODIFIER
8	hiç	hiç	Adverb	Adverb	_	12	DETERMINER
9	bir	bir	Adj	Num	_	10	DETERMINER
10	şekilde	şekil	Noun	Noun	A3sg|Pnon|Loc	12	MODIFIER
11	taraf	taraf	Noun	Noun	A3sg|Pnon|Nom	12	MWE
12	tutmuyor	tut	Verb	Verb	Neg|Prog1|A3sg	19	COORDINATION
13	,	,	Punc	Punc	_	12	PUNCTUATION
14	pek	pek	Adverb	Adverb	_	19	MODIFIER
15	çok	çok	Det	Det	_	16	DETERMINER
16	konuda	konu	Noun	Noun	A3sg|Pnon|Loc	19	MODIFIER
17	özeleştiri	özeleştiri	Noun	Noun	A3sg|Pnon|Nom	19	MWE
18	de	de	Conj	Conj	_	17	INTENSIFIER
19	yapıyor	yap	Verb	Verb	Pos|Prog1|A3sg	0	PREDICATE
20	.	.	Punc	Punc	_	19	PUNCTUATION



1	Finali	final	Noun	Noun	A3sg|P3sg|Nom	18	COORDINATION
2	,	,	Punc	Punc	_	1	PUNCTUATION
3	filmi	film	Noun	Noun	A3sg|Pnon|Acc	4	OBJECT
4	_	beğen	Verb	Verb	Pos	5	DERIV
5	beğenen	_	Adj	PresPart	_	10	SUBJECT
6	pek	pek	Adverb	Adverb	_	10	MODIFIER
7	çok	çok	Det	Det	_	8	DETERMINER
8	kişinin	kişi	Noun	Noun	A3sg|Pnon|Gen	9	POSSESSOR
9	hoşuna	hoş	Noun	NAdj	A3sg|P3sg|Dat	10	MODIFIER
10	gitmese	git	Verb	Verb	Neg|Desr|A3sg	13	MODIFIER
11	de	de	Conj	Conj	_	10	INTENSIFIER
12	bu	bu	Det	Det	_	13	DETERMINER
13	final	final	Noun	Noun	A3sg|Pnon|Nom	18	SUBJECT
14	maalesef	maalesef	Adverb	Adverb	_	18	MODIFIER
15	pek	pek	Adverb	Adverb	_	18	MODIFIER
16	çok	çok	Det	Det	_	17	DETERMINER
17	kez	kez	Noun	Noun	A3sg|Pnon|Nom	18	MODIFIER
18	yaşandı	yaşa	Verb	Verb	Pass|Pos|Past|A3sg	0	PREDICATE
19	.	.	Punc	Punc	_	18	PUNCTUATION



1	Film	film	Noun	Noun	A3sg|Pnon|Nom	6	SUBJECT
2	çok	çok	Adverb	Adverb	_	3	DETERMINER
3	iyi	iyi	Adj	Adj	_	5	MODIFIER
4	bir	bir	Adj	Num	_	5	DETERMINER
5	sese	ses	Noun	Noun	A3sg|Pnon|Dat	6	MODIFIER
6	sahip	sahip	Noun	Noun	A3sg|Pnon|Nom	13	COORDINATION
7	bu	bu	Det	Det	_	8	DETERMINER
8	sinemamız	sinema	Noun	Noun	A3sg|P1pl|Nom	9	ARGUMENT
9	için	için	Postp	PCNom	_	13	MODIFIER
10	çok	çok	Adverb	Adverb	_	11	DETERMINER
11	güzel	güzel	Adj	Adj	_	13	MODIFIER
12	bir	bir	Adj	Num	_	13	MWE
13	şey	şey	Noun	Noun	A3sg|Pnon|Nom	0	PREDICATE
14	.	.	Punc	Punc	_	13	PUNCTUATION



1	Ayrıca	ayrıca	Adverb	Adverb	_	8	MODIFIER
2	yönetmen	yönetmen	Noun	Noun	A3sg|Pnon|Nom	8	SUBJECT
3	farklı	farklı	Adj	Adj	_	4	MODIFIER
4	açılardan	açı	Noun	Noun	A3pl|Pnon|Abl	7	MODIFIER
5	hayata	hayat	Noun	Noun	A3sg|Pnon|Dat	7	MODIFIER
6	_	bak	Verb	Verb	Pos	7	DERIV
7	bakmaya	_	Noun	Inf2	A3sg|Pnon|Dat	8	MODIFIER
8	çalışmış	çalış	Verb	Verb	Pos|Narr|A3sg	13	COORDINATION
9	ve	ve	Conj	Conj	_	8	CONJUNCTION
10	genelde	genelde	Adverb	Adverb	_	13	MODIFIER
11	iyi	iyi	Adj	Adj	_	12	MODIFIER
12	görüntüler	görüntü	Noun	Noun	A3pl|Pnon|Nom	13	OBJECT
13	sunmuş	sun	Verb	Verb	Pos|Narr|A3sg	0	PREDICATE
14	bize	biz	Pron	Pers	A1pl|Pnon|Dat	13	MODIFIER
15	.	.	Punc	Punc	_	14	PUNCTUATION



1	Filme	film	Noun	Noun	A3sg|Pnon|Dat	2	MODIFIER
2	_	getir	Verb	Verb	Pass|Pos	3	DERIV
3	getirilen	_	Adj	PresPart	_	4	MODIFIER
4	eleştirilerden	eleştiri	Noun	Noun	A3pl|Pnon|Abl	5	POSSESSOR
5	biri	biri	Pron	Quant	A3sg|P3sg|Nom	11	SUBJECT
6	zaman	zaman	Noun	Noun	A3sg|Pnon|Nom	7	MODIFIER
7	zaman	zaman	Noun	Noun	A3sg|Pnon|Nom	10	MODIFIER
8	_	sıkı	Adj	Adj	_	9	DERIV
9	sıkıcı	_	Noun	Agt	A3sg|Pnon|Nom	10	MODIFIER
10	_	ol	Verb	Verb	Pos	11	DERIV
11	olduğu	_	Noun	PastPart	A3sg|P3sg|Nom	0	PREDICATE
12	.	.	Punc	Punc	_	11	PUNCTUATION



1	Filmden	film	Noun	Noun	A3sg|Pnon|Abl	2	MODIFIER
2	_	çık	Verb	Verb	Pos	3	DERIV
3	çıkan	_	Adj	PresPart	_	5	MODIFIER
4	bir	bir	Adj	Num	_	5	DETERMINER
5	hanım	hanım	Noun	Noun	A3sg|Pnon|Nom	0	PREDICATE
6	kızımız	kız	Noun	NAdj	A3sg|P1pl|Nom	7	MWE
7	i	i	Noun	Noun	A3sg|Pnon|Nom	5	SUBJECT



1	İnsanlar	insan	Noun	Noun	A3pl|Pnon|Nom	6	SUBJECT
2	nasıl	nasıl	Adverb	Adverb	_	6	MODIFIER
3	bu	bu	Det	Det	_	4	ARGUMENT
4	kadar	kadar	Postp	PCDat	_	6	MODIFIER
5	ruhsuz	ruhsuz	Adj	Adj	_	6	MODIFIER
6	olabiliyor	ol	Verb	Verb	Able|Pos|Prog1|A3sg	0	PREDICATE
7	.	.	Punc	Punc	_	6	PUNCTUATION



1	Sonuç	sonuç	Noun	Noun	A3sg|Pnon|Nom	7	SUBJECT
2	itibariyle	itibari	Noun	Noun	A3sg|Pnon|Ins	3	MODIFIER
3	bulutların	bulut	Noun	Noun	A3pl|Pnon|Gen	4	POSSESSOR
4	_	üzer	Noun	Noun	A3sg|P3sg|Loc	5	DERIV
5	üzerindeki	_	Adj	Rel	_	7	MODIFIER
6	bir	bir	Adj	Num	_	7	DETERMINER
7	dünyada	dünya	Noun	Noun	A3sg|Pnon|Loc	11	MODIFIER
8	biz	biz	Pron	Pers	A1pl|Pnon|Nom	11	SUBJECT
9	mışıl	mışıl	Dup	Dup	_	10	MWE
10	mışıl	mışıl	Dup	Dup	_	11	MODIFIER
11	_	uyu	Verb	Verb	Pos|Aor|A3sg	12	DERIV
12	uyurken	_	Adverb	While	_	21	MODIFIER
13	,	,	Punc	Punc	_	12	PUNCTUATION
14	_	uyu	Verb	Verb	Neg	15	DERIV
15	uyumamak	_	Noun	Inf1	A3sg|Pnon|Nom	16	ARGUMENT
16	için	için	Postp	PCNom	_	18	MODIFIER
17	mücadele	mücadele	Noun	Noun	A3sg|Pnon|Nom	18	MWE
18	_	et	Verb	Verb	Pos	19	DERIV
19	_	_	Adj	PresPart	_	20	DERIV
20	edenlerin	_	Noun	Zero	A3pl|Pnon|Gen	21	POSSESSOR
21	öyküsü	öykü	Noun	Noun	A3sg|P3sg|Nom	0	PREDICATE
22	.	.	Punc	Punc	_	21	PUNCTUATION



1	Film	film	Noun	Noun	A3sg|Pnon|Nom	5	SUBJECT
2	teknik	teknik	Noun	NAdj	A3sg|Pnon|Nom	3	ARGUMENT
3	olarak	olarak	Postp	PCNom	_	5	MODIFIER
4	çok	çok	Adverb	Adverb	_	5	DETERMINER
5	başarılı	başarılı	Adj	Adj	_	0	PREDICATE
6	.	.	Punc	Punc	_	5	PUNCTUATION



1	Kadrajları	kadraj	Noun	Noun	A3pl|P3sg|Nom	4	COORDINATION
2	,	,	Punc	Punc	_	1	PUNCTUATION
3	kamera	kamera	Noun	Noun	A3sg|Pnon|Nom	4	POSSESSOR
4	hareketleri	hareket	Noun	Noun	A3pl|P3sg|Nom	6	COORDINATION
5	ve	ve	Conj	Conj	_	4	CONJUNCTION
6	mekanları	mekan	Noun	Noun	A3pl|Pnon|Acc	11	SUBJECT
7	özellikle	özellikle	Adverb	Adverb	_	11	MODIFIER
8	sanat	sanat	Noun	Noun	A3sg|Pnon|Nom	9	POSSESSOR
9	yönetimi	yönetim	Noun	Noun	A3sg|P3sg|Nom	11	SUBJECT
10	çok	çok	Adverb	Adverb	_	11	DETERMINER
11	başarılı	başarılı	Adj	Adj	_	0	PREDICATE
12	.	.	Punc	Punc	_	11	PUNCTUATION



1	Oyuncuların	oyuncu	Noun	Noun	A3pl|Pnon|Gen	3	POSSESSOR
2	kişisel	kişisel	Adj	Adj	_	3	MODIFIER
3	performansları	performans	Noun	Noun	A3pl|Pnon|Acc	6	SUBJECT
4	da	da	Conj	Conj	_	3	INTENSIFIER
5	çok	çok	Adverb	Adverb	_	6	DETERMINER
6	sağlam	sağlam	Adj	Adj	_	0	PREDICATE
7	.	.	Punc	Punc	_	6	PUNCTUATION



1	Bu	bu	Det	Det	_	2	DETERMINER
2	filme	film	Noun	Noun	A3sg|Pnon|Dat	6	MODIFIER
3	teknik	teknik	Noun	NAdj	A3sg|Pnon|Nom	4	ARGUMENT
4	olarak	olarak	Postp	PCNom	_	5	MODIFIER
5	kötü	kötü	Adj	Adj	_	6	OBJECT
6	_	de	Verb	Verb	Pos	7	DERIV
7	diyen	_	Adj	PresPart	_	8	MODIFIER
8	kişi	kişi	Noun	Noun	A3sg|Pnon|Nom	13	SUBJECT
9	sinemadan	sinema	Noun	Noun	A3sg|Pnon|Abl	10	MODIFIER
10	_	anla	Verb	Verb	Neg	11	DERIV
11	anlamayan	_	Adj	PresPart	_	12	MODIFIER
12	_	kişi	Noun	Noun	A3sg|Pnon|Nom	13	DERIV
13	kişidir	_	Verb	Zero	Pres|A3sg|Cop	0	PREDICATE
14	.	.	Punc	Punc	_	13	PUNCTUATION



1	Aksiyon	aksiyon	Noun	Noun	A3sg|Pnon|Nom	2	POSSESSOR
2	sahneleri	sahne	Noun	Noun	A3pl|P3sg|Nom	4	SUBJECT
3	çok	çok	Adverb	Adverb	_	4	DETERMINER
4	başarılı	başarılı	Adj	Adj	_	0	PREDICATE
5	.	.	Punc	Punc	_	4	PUNCTUATION



1	Öyle	öyle	Adj	Adj	_	2	MODIFIER
2	amerikan	amerikan	Noun	NAdj	A3sg|Pnon|Nom	3	POSSESSOR
3	varı	var	Noun	NAdj	A3sg|P3sg|Nom	6	COORDINATION
4	bir	bir	Adj	Num	_	5	DETERMINER
5	aksiyon	aksiyon	Noun	Noun	A3sg|Pnon|Nom	6	SUBJECT
6	yok	yok	Adj	Adj	_	0	PREDICATE
7	.	.	Punc	Punc	_	6	PUNCTUATION



1	Öz	öz	Noun	NAdj	A3sg|Pnon|Nom	8	COORDINATION
2	be	be	Interj	Interj	_	8	MODIFIER
3	öz	öz	Noun	NAdj	A3sg|Pnon|Nom	4	MWE
4	Türk	Türk	Noun	NAdj	A3sg|Pnon|Nom	5	POSSESSOR
5	işi	iş	Noun	Noun	A3sg|P3sg|Nom	8	SUBJECT
6	bu	bu	Det	Det	_	7	DETERMINER
7	aksiyon	aksiyon	Noun	Noun	A3sg|Pnon|Nom	8	MODIFIER
8	i	i	Noun	Noun	A3sg|Pnon|Nom	0	PREDICATE



1	Kaldı	kal	Verb	Verb	Pos|Past|A3sg	6	COORDINATION
2	ki	ki	Conj	Conj	_	1	CONJUNCTION
3	filmin	film	Noun	Noun	A3sg|Pnon|Gen	5	POSSESSOR
4	bir	bir	Adj	Num	_	5	DETERMINER
5	derdi	dert	Noun	Noun	A3sg|P3sg|Nom	6	SUBJECT
6	var	var	Adj	Adj	_	0	PREDICATE
7	.	.	Punc	Punc	_	6	PUNCTUATION



1	Günümüz	gün	Noun	Noun	A3sg|P1pl|Nom	5	SUBJECT
2	siyasetine	siyaset	Noun	Noun	A3sg|P3sg|Dat	4	MODIFIER
3	_	gönder	Verb	Verb	Pos	4	DERIV
4	göndermelerde	_	Noun	Inf2	A3pl|Pnon|Loc	5	MODIFIER
5	bulunuyor	bulun	Verb	Verb	Pos|Prog1|A3sg	0	PREDICATE
6	.	.	Punc	Punc	_	5	PUNCTUATION



1	Karakol	karakol	Noun	Noun	A3sg|Pnon|Nom	2	POSSESSOR
2	sahnelerinde	sahne	Noun	Noun	A3pl|P3sg|Loc	7	MODIFIER
3	mekan	mekan	Noun	Noun	A3sg|Pnon|Nom	7	SUBJECT
4	o	o	Det	Det	_	5	ARGUMENT
5	kadar	kadar	Postp	PCDat	_	6	MODIFIER
6	güzel	güzel	Adj	Adj	_	7	MODIFIER
7	işleniyor	işle	Verb	Verb	Pass|Pos|Prog1|A3sg	13	COORDINATION
8	ki	ki	Conj	Conj	_	7	INTENSIFIER
9	bir	bir	Adj	Num	_	10	MWE
10	anda	an	Noun	Noun	A3sg|Pnon|Loc	13	MODIFIER
11	filmin	film	Noun	Noun	A3sg|Pnon|Gen	12	POSSESSOR
12	içinde	iç	Noun	NAdj	A3sg|P3sg|Loc	13	MODIFIER
13	buluyorsunuz	bul	Verb	Verb	Pos|Prog1|A2pl	0	PREDICATE
14	kendinizi	kendi	Pron	Reflex	A2pl|P2pl|Acc	13	OBJECT
15	.	.	Punc	Punc	_	14	PUNCTUATION



1	Genel	genel	Adj	Adj	_	2	MODIFIER
2	görüntüleri	görüntü	Noun	Noun	A3pl|Pnon|Acc	4	SUBJECT
3	çok	çok	Adverb	Adverb	_	4	DETERMINER
4	başarılı	başarılı	Adj	Adj	_	0	PREDICATE
5	.	.	Punc	Punc	_	4	PUNCTUATION



1	Diyaloglar	diyalog	Noun	Noun	A3pl|Pnon|Nom	5	COORDINATION
2	gerçekçi	gerçekçi	Noun	Noun	A3sg|Pnon|Nom	4	COORDINATION
3	,	,	Punc	Punc	_	2	PUNCTUATION
4	monologlar	monolog	Noun	Noun	A3pl|Pnon|Nom	5	SUBJECT
5	sarsıcı	sarsıcı	Noun	Noun	A3sg|Pnon|Nom	0	PREDICATE
6	.	.	Punc	Punc	_	5	PUNCTUATION



1	Türk	Türk	Noun	NAdj	A3sg|Pnon|Nom	6	SUBJECT
2	Sinema	sinema	Noun	Noun	A3sg|Pnon|Nom	3	POSSESSOR
3	tarihinin	tarih	Noun	Noun	A3sg|P3sg|Gen	6	POSSESSOR
4	sayılı	sayılı	Adj	Adj	_	6	MODIFIER
5	güzel	güzel	Adj	Adj	_	6	MODIFIER
6	eserlerinden	eser	Noun	Noun	A3pl|P3pl|Abl	0	PREDICATE
7	.	.	Punc	Punc	_	6	PUNCTUATION



1	Çekim	çekim	Noun	Noun	A3sg|Pnon|Nom	2	POSSESSOR
2	aşaması	aşama	Noun	Noun	A3sg|P3sg|Nom	5	SUBJECT
3	çok	çok	Adverb	Adverb	_	4	DETERMINER
4	sancılı	sancılı	Adj	Adj	_	5	MODIFIER
5	geçmiş	geçmiş	Noun	NAdj	A3sg|Pnon|Nom	9	COORDINATION
6	lakin	lakin	Conj	Conj	_	5	CONJUNCTION
7	bu	bu	Det	Det	_	8	DETERMINER
8	film	film	Noun	Noun	A3sg|Pnon|Nom	9	SUBJECT
9	olmuş	ol	Verb	Verb	Pos|Narr|A3sg	0	PREDICATE
10	.	.	Punc	Punc	_	9	PUNCTUATION



1	İlk	ilk	Adj	Adj	_	2	MODIFIER
2	bölümü	bölüm	Noun	Noun	A3sg|Pnon|Acc	9	OBJECT
3	belgesel	belgesel	Adj	Adj	_	4	MODIFIER
4	tadında	tat	Noun	Noun	A3sg|P3sg|Loc	9	MODIFIER
5	genel	genel	Adj	Adj	_	6	ARGUMENT
6	olarak	olarak	Postp	PCNom	_	9	MODIFIER
7	askerliğin	askerlik	Noun	Noun	A3sg|Pnon|Gen	8	POSSESSOR
8	zorluğunu	zorluk	Noun	Noun	A3sg|P3sg|Acc	9	OBJECT
9	_	anla	Verb	Verb	Caus|Pos	10	DERIV
10	anlatan	_	Adj	PresPart	_	12	MODIFIER
11	bir	bir	Adj	Num	_	12	DETERMINER
12	film	film	Noun	Noun	A3sg|Pnon|Nom	13	MODIFIER
13	olmuş	ol	Verb	Verb	Pos|Narr|A3sg	0	PREDICATE
14	.	.	Punc	Punc	_	13	PUNCTUATION



1	Levent_Üzümcü	Levent_üzümcü	Noun	Noun	A3sg|Pnon|Nom	4	SUBJECT
2	gerçekten	gerçekten	Adverb	Adverb	_	3	MODIFIER
3	iyi	iyi	Adj	Adj	_	4	MODIFIER
4	hazırlanmış	hazırla	Verb	Verb	Pass|Pos|Narr|A3sg	0	PREDICATE
5	rolüne	rol	Noun	Noun	A3sg|P3sg|Dat	4	MODIFIER
6	.	.	Punc	Punc	_	5	PUNCTUATION



1	En	en	Adverb	Adverb	_	2	MODIFIER
2	azından	azı	Noun	Noun	A3sg|P2sg|Abl	6	MODIFIER
